codigo,descricao,categoria,valor_rend_tna_2023,valor_rend_tna_2024,atividade_de_divulgacao_scn_2010,classe_cnae_2_0_4_digitos,consumo_final_contas_nacionais,consumo_intermediaro,2024_0_1,2024_0_2,2024_0_3,ano,valor
212,"ANALISTA DE SISTEMAS, DESENVOLVEDOR DE SOFTWARE, ADMINISTRADOR DE REDES E BANCOS DE DADOS E OUTROS ESPECIALISTAS EM INFORMÁTICA (EXCETO TÉCNICOS)",,143607639.8630703,141360432.28709316,,,0.5,0.5,4482001.794604527,70680216.14354658,4482001.794604527,2023,6926771.40935454
213,"FÍSICO, QUÍMICO, METEOROLOGISTA, GEÓLOGO, OCEANÓGRAFO E AFINS","LC 214/2025, art 127",13623743.019124286,13384803.562902233,7380,7490,0.01736158728243161,0.9826384127175684,365736.0863922556,13152422.127586704,365736.0863922556,2023,278140.3061457053
214,"ENGENHEIRO, ARQUITETO E AFINS","LC 214/2025, art 127",837289933.7452594,864772764.2103752,7180,7112,0.41733223453661844,0.5826677654633816,33902672.603737704,503875214.1560511,33902672.603737704,2023,32663214.77106312
215,"PILOTO DE AERONAVES, COMANDANTE DE EMBARCAÇÕES E OFICIAIS DE MÁQUINAS",,6642594.708487529,7397601.5520489,,,0.5,0.5,659340.6615493903,3698800.77602445,659340.6615493903,2023,573849.1074680794
221,"BIÓLOGO, BIOMÉDICO E AFINS","LC 214/2025, art 127",72390750.83851497,88454434.38061368,7380,7490,0.01736158728243161,0.9826384127175684,7861026.677892776,86918724.99759653,7861026.677892776,2023,6202028.046500535
222,AGRÔNOMO E AFINS,"LC 214/2025, art 127",43770176.93282041,46634789.64593656,7380,7490,0.01736158728243161,0.9826384127175684,1266012.9944671295,45825135.675100796,1266012.9944671295,2023,1536027.4315660596
224,PROFISSIONAL DA EDUCAÇÃO FÍSICA (EXCETO PROFESSOR),"LC 214/2025, art 127",261126190.14060655,293611126.3586209,8592,8591,0.8621415167655477,0.13785848323445227,5559179.852555525,40476784.540558584,5559179.852555525,2023,4534075.940558244
225,MÉDICO,Profissionais de saúde,4846347289.601543,4951715410.750405,8692,8630,0.8767171182309692,0.1232828817690308,2165316129.754871,610461745.5374299,2165316129.754871,2023,2093455735.0266666
226,ODONTÓLOGO,Profissionais de saúde,12846095943.735287,13407102465.501535,8692,8630,0.8767171182309692,0.1232828817690308,2555907117.8401127,1652866228.119707,2555907117.8401127,2023,2431772772.76778
227,"ENFERMEIRO DE NÍVEL SUPERIOR, NUTRICIONISTA, FARMACÊUTICO E AFINS",Profissionais de saúde,336671324.04031336,388195424.7145888,8692,8650,0.8767171182309692,0.1232828817690308,19978654.04292452,47857850.648367345,19978654.04292452,2023,17802327.68010305
228,"VETERINÁRIO, PATOLOGISTA (VETERINÁRIO) E ZOOTECNISTA","LC 214/2025, art 127",290113272.4115939,291476506.1693688,7380,7490,0.01736158728243161,0.9826384127175684,24331896.653989416,286416011.3667311,24331896.653989416,2023,25636956.433689594
229,"FONOAUDIÓLOGO, FISIOTERAPEUTA, TERAPEUTA OCUPACIONAL E AFINS",Profissionais de saúde,2587104943.067198,0,8692,8650,0.8767171182309692,0.1232828817690308,3195317.0171573376,0.0,3195317.0171573376,2023,130505703.65502605
230,FONOAUDIÓLOGO,Profissionais de saúde,0,437660290.2325225,8692,8650,0.8767171182309692,0.1232828817690308,30278988.00828735,53956021.81573577,30278988.00828735,2023,697107.4494281732
231,FISIOTERAPEUTA,Profissionais de saúde,0,1783575702.0869236,8692,8650,0.8767171182309692,0.1232828817690308,83170350.38015756,219884352.40649828,83170350.38015756,2023,1914815.3434219926
232,TERAPEUTA OCUPACIONAL,Profissionais de saúde,0,137504388.65056545,8692,8650,0.8767171182309692,0.1232828817690308,8379439.696188718,16951937.28873052,8379439.696188718,2023,192918.26505722458
241,ADVOGADO,"LC 214/2025, art 127",2528605433.226418,2868276088.485484,6980,6911,0.07745463951812571,0.9225453604818743,192045327.73245823,2646114798.0133815,192045327.73245823,2023,171097183.28712627
250,SOCIÓLOGO E CIENTISTA POLÍTICO,,2691303.2961884495,1816827.2491093352,,,0.5,0.5,194795.71366710583,908413.6245546676,194795.71366710583,2023,207628.28548153138
251,ANTROPÓLOGO E ARQUEÓLOGO,,906062.9023634853,751659.4923205446,,,0.5,0.5,165.83707873668598,375829.7461602723,165.83707873668598,2023,6773.251147355397
252,"ECONOMISTA, ADMINISTRADOR, CONTADOR, AUDITOR E AFINS","LC 214/2025, art 127",594791377.8687992,618638498.0004905,6980,6920,0.07745463951812571,0.9225453604818743,103551079.10212812,570722076.1458278,103551079.10212812,2023,101595262.11176422
253,"PROFISSIONAL DE MARKETING, DE PUBLICIDADE E DE COMERCIALIZAÇÃO","LC 214/2025, art 127",80842765.29665439,97709853.19969474,7380,7311,0.01736158728243161,0.9826384127175684,2971688.7392409244,96013455.05501465,2971688.7392409244,2023,2804686.498512716
254,PSICANALISTA,Profissionais de saúde,89644273.66496222,98227602.27866113,8692,8650,0.8767171182309692,0.1232828817690308,5125695.824254198,12109781.87817556,5125695.824254198,2023,4256246.176740242
255,PSICÓLOGO,Profissionais de saúde,3319864245.1356955,3903173741.432418,8692,8650,0.8767171182309692,0.1232828817690308,221298964.37466517,481194506.8889983,221298964.37466517,2023,184949973.56201825
256,GEÓGRAFO,,1098925.3635390948,1378033.9413113708,,,0.5,0.5,7134.861302125151,689016.9706556854,7134.861302125151,2023,5912.277697865241
257,HISTORIADOR,,1023135.5649558903,869843.7205488257,,,0.5,0.5,28121.289190689353,434921.86027441284,28121.289190689353,2023,13525.271971466942
258,ASSISTENTE SOCIAL E ECONOMISTA DOMÉSTICO,"LC 214/2025, art 127",10077474.398376808,12252606.57841851,8692,8800,0.8767171182309692,0.1232828817690308,366557.25086124055,1510536.648169618,366557.25086124055,2023,362396.07904737967
259,FILÓSOFO,,881599.7996859183,1004552.3198258939,,,0.5,0.5,59743.95939366148,502276.1599129469,59743.95939366148,2023,44648.196357889785
261,JORNALISTA E REPÓRTER,"LC 214/2025, art 139",28957080.653556205,31392859.318679143,5800,5812,0.4295501470312207,0.5704498529687794,1878471.1213290982,17908051.98261009,1878471.1213290982,2023,1251468.9990019202
263,SACERDOTE OU MEMBRO DE ORDENS OU SEITAS RELIGIOSAS,,116784334.745779,120027504.91901872,,,0.5,0.5,5275200.452157107,60013752.45950936,5275200.452157107,2023,63307426.59246461
264,"TRADUTOR, INTÉRPRETE, FILÓLOGO",,22618479.2848887,26490686.77407718,,,0.5,0.5,1369186.1922761577,13245343.38703859,1369186.1922761577,2023,1294860.828131251
265,"BIBLIOTECÁRIO, DOCUMENTALISTA, ARQUIVÓLOGO, MUSEÓLOGO","LC 214/2025, art 127",1922206.1435069751,2521461.6644523437,9080,9102,0.8928112494033851,0.10718875059661492,69103.70905373462,270272.3254899078,69103.70905373462,2023,27948.47005373653
266,"ESCRITOR, CRÍTICO, REDATOR","LC 214/2025, art 139",6014983.219786626,6609275.14821918,5800,5811,0.4295501470312207,0.5704498529687794,256517.21712629937,3770260.036531839,256517.21712629937,2023,246831.48884080295
271,"LOCUTOR, COMENTARISTA","LC 214/2025, art 139",2885028.4856954175,2568316.252249184,5980,6021,0.026901987662782727,0.9730980123372173,10543.008516429189,2499223.4401170523,10543.008516429189,2023,2500.627198861825
272,"ATOR, DIRETOR DE ESPETÁCULOS","LC 214/2025, art 139",8110927.624994149,7340086.915557273,9080,9001,0.8928112494033851,0.10718875059661492,82640.9857928858,786774.745749145,82640.9857928858,2023,38938.596274438096
273,CANTOR E COMPOSITOR,"LC 214/2025, art 139",19504308.65563918,17918658.483059365,5980,5920,0.026901987662782727,0.9730980123372173,314325.82481525256,17436610.953614485,314325.82481525256,2023,485166.31827877613
274,"MÚSICO, ARRANJADOR, REGENTE DE ORQUESTRA OU CORAL","LC 214/2025, art 139",39933115.65373956,42297022.33521021,5980,5920,0.026901987662782727,0.9730980123372173,1034544.6126394783,41159148.36217594,1034544.6126394783,2023,1037948.0475753646
275,"DESENHISTA INDUSTRIAL (DESIGNER), ESCULTOR, PINTOR ARTÍSTICO E AFINS","LC 214/2025, art 139",51307227.76230675,58431192.723484956,9080,9002,0.8928112494033851,0.10718875059661492,1115677.4683550238,6263166.54390037,1115677.4683550238,2023,1206359.9931466545
276,"CENÓGRAFO, DECORADOR DE INTERIORES","LC 214/2025, art 139",9886372.039341368,8972150.009679666,9080,9002,0.8928112494033851,0.10718875059661492,631559.6516746727,961713.5497029698,631559.6516746727,2023,836130.7156090747
277,EMPRESÁRIO E PRODUTOR DE ESPETÁCULOS,"LC 214/2025, art 139",22324021.43947335,23036905.852229536,9080,9002,0.8928112494033851,0.10718875059661492,820988.3917063671,2469297.1559123304,820988.3917063671,2023,1043580.6665199923
279,OUTROS PROFISSIONAIS DO ESPETÁCULO E DAS ARTES,"LC 214/2025, art 139",31591950.994432166,30411177.952436384,9080,9002,0.8928112494033851,0.10718875059661492,697309.8424944363,3259736.168892978,697309.8424944363,2023,724510.6960000154
290,PROFESSOR NA EDUCAÇÃO INFANTIL,"LC 214/2025, art 129",51861092.82004738,55933691.58269337,8592,8513,0.8621415167655477,0.13785848323445227,1078056.4592710794,7710933.883293757,1078056.4592710794,2023,870447.6612504876
291,PROFESSOR DO ENSINO FUNDAMENTAL,"LC 214/2025, art 129",77379816.82448356,82164716.20860037,8592,8513,0.8621415167655477,0.13785848323445227,2936342.1864893096,11327103.151906863,2936342.1864893096,2023,2785600.7113203267
292,PROFESSOR DO ENSINO MÉDIO,"LC 214/2025, art 129",56979989.82505259,56832636.81760959,8592,8520,0.8621415167655477,0.13785848323445227,2356179.5046983818,7834861.109890147,2356179.5046983818,2023,2857817.570704647
293,PROFESSOR DO ENSINO PROFISSIONAL,"LC 214/2025, art 129",22504076.197492,23324937.07698868,8592,8541,0.8621415167655477,0.13785848323445227,1022313.6598242915,3215540.446972698,1022313.6598242915,2023,692849.1660482323
294,PROFESSOR DO ENSINO SUPERIOR,"LC 214/2025, art 129",165507660.60832283,171677267.55599913,8592,8531,0.8621415167655477,0.13785848323445227,19178808.509330045,23667167.711105283,19178808.509330045,2023,18342868.157378014
295,INSTRUTOR E PROFESSOR DE ESCOLAS LIVRES,"LC 214/2025, art 129",164771235.93625253,173731734.13353977,8592,8599,0.8621415167655477,0.13785848323445227,5610155.8485473655,23950393.35734091,5610155.8485473655,2023,5534059.369354811
296,"PEDAGOGO, ORIENTADOR EDUCACIONAL","LC 214/2025, art 129",63866334.01960727,69633429.04718468,8592,8599,0.8621415167655477,0.13785848323445227,2654987.9171142383,9599558.91085873,2654987.9171142383,2023,2291759.7388086473
311,TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS,"LC 214/2025, art 127",3007408.2682002718,3828743.507690933,7380,7490,0.01736158728243161,0.9826384127175684,44733.48049888261,3762270.4431001134,44733.48049888261,2023,64411.13860058282
312,"TÉCNICO EM CONSTRUÇÃO CIVIL, DE EDIFICAÇÕES E OBRAS DE INFRA-ESTRUTURA","LC 214/2025, art 127",44472724.67679271,48281359.7448232,7180,7112,0.41733223453661844,0.5826677654633816,986130.2076433245,28131991.9960498,986130.2076433245,2023,1729265.3074576491
313,TÉCNICO EM ELETRO-ELETRÔNICA E FOTÔNICA,"LC 214/2025, art 127",23043369.71608196,25069321.562105443,7380,7490,0.01736158728243161,0.9826384127175684,381274.8804260483,24634078.347693603,381274.8804260483,2023,569781.7980202691
314,TÉCNICO EM METALMECÂNICA,"LC 214/2025, art 127",6405359.938225722,8828138.005881362,7380,7490,0.01736158728243161,0.9826384127175684,486190.84800256096,8674867.5173509,486190.84800256096,2023,86400.50374666032
316,TÉCNICO EM MINERALOGIA E GEOLOGIA,"LC 214/2025, art 127",1609091.8450870477,1237019.1834265802,7380,7490,0.01736158728243161,0.9826384127175684,29687.01693731965,1215542.5669034773,29687.01693731965,2023,27961.37830694752
317,TÉCNICO EM INFORMÁTICA,"LC 214/2025, art 127",46952193.32050119,51078084.3531552,6280,6204,0.4850664403345332,0.5149335596654667,534059.1867613498,26301819.796863187,534059.1867613498,2023,551982.1629636182
318,DESENHISTA TÉCNICO E MODELISTA,"LC 214/2025, art 127",7437151.590508368,7634687.12609771,7380,7490,0.01736158728243161,0.9826384127175684,58247.66784748083,7502136.839183907,58247.66784748083,2023,107291.46218138072
319,"OUTROS TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS","LC 214/2025, art 127",30752838.19400357,34426580.3677999,7380,7490,0.01736158728243161,0.9826384127175684,1094684.2506686917,33828880.287908696,1094684.2506686917,2023,933591.6477855337
320,TÉCNICO EM BIOLOGIA,"LC 214/2025, art 127",791449.8865311154,331182.1054382273,7380,7490,0.01736158728243161,0.9826384127175684,6393.181162938208,325432.258408282,6393.181162938208,2023,44738.357545914514
321,TÉCNICO DA PRODUÇÃO AGROPECUÁRIA,"LC 214/2025, art 127",7942176.594734537,7021915.178600337,7380,7490,0.01736158728243161,0.9826384127175684,139013.68473220267,6900003.585337236,139013.68473220267,2023,254091.96858917925
322,TÉCNICO DA CIÊNCIA DA SAÚDE HUMANA,Profissionais de saúde,91364285.40645266,94444296.61933938,8692,8660,0.8767171182309692,0.1232828817690308,4365271.728714225,11643365.053881291,4365271.728714225,2023,4023198.1076183943
323,TÉCNICO DA CIÊNCIA DA SAÚDE ANIMAL,"LC 214/2025, art 127",2819960.5451832614,3046021.7777197245,7380,7490,0.01736158728243161,0.9826384127175684,26439.31608489402,2993138.004761656,26439.31608489402,2023,65376.898450668275
324,"TÉCNICO DE LABORATÓRIO, RAIOS-X E OUTROS EQUIPAMENTOS E INSTRUMENTOS DE DIAGNÓSTICO",Profissionais de saúde,28505938.213532034,28426074.091016166,8692,8640,0.8767171182309692,0.1232828817690308,2369038.9225690365,3504448.3313204553,2369038.9225690365,2023,2407578.259116258
325,TÉCNICO DE BIOQUÍMICA E DA BIOTECNOLOGIA,"LC 214/2025, art 127",1448374.2593057228,1383745.72619943,7380,7490,0.01736158728243161,0.9826384127175684,58251.87783053802,1359721.7039973268,58251.87783053802,2023,63418.521999203615
328,"TÉCNICO DE CONSERVAÇÃO, DISSECAÇÃO E EMPALHAMENTO DE CORPOS",Profissionais de saúde,254805.08819869807,354580.6283917736,8692,8690,0.8767171182309692,0.1232828817690308,18696.39644390387,43713.72168761167,18696.39644390387,2023,7933.256959211994
341,"TÉCNICO EM NAVEGAÇÃO AÉREA, MARÍTIMA, FLUVIAL E METROFERROVIÁRIA",,2380186.2191246427,2114979.293697419,,,0.5,0.5,201213.20761576926,1057489.6468487096,201213.20761576926,2023,199093.23369283398
342,TÉCNICO EM TRANSPORTES (LOGÍSTICA),"LC 214/2025, art 127",23914168.231996544,29211155.70286287,7380,7490,0.01736158728243161,0.9826384127175684,1072568.2518878141,28704003.673506916,1072568.2518878141,2023,933507.0917490493
351,TÉCNICO DAS CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS,"LC 214/2025, art 127",135283340.9162122,137686464.2561794,6980,6911,0.07745463951812571,0.9225453604818743,24045170.00588472,127022008.80069172,24045170.00588472,2023,24317360.30496205
352,"TÉCNICO DE INSPEÇÃO, FISCALIZAÇÃO E COORDENAÇÃO ADMINISTRATIVA","LC 214/2025, art 127",7977852.901989725,9367661.329354938,7380,7490,0.01736158728243161,0.9826384127175684,243059.62313393853,9205023.859553082,243059.62313393853,2023,330477.3278712319
353,"AGENTE DE BOLSA DE VALORES, CÂMBIO E OUTROS SERVIÇOS FINANCEIROS",,10205574.938912839,10057287.524931172,,,0.5,0.5,1160754.4370332442,5028643.762465586,1160754.4370332442,2023,1194091.9168286042
354,"AGENTE E REPRESENTANTE COMERCIAL, CORRETOR, LEILOEIRO E AFINS",,1183085463.5761056,1357161410.7849555,,,0.5,0.5,282192470.0274194,678580705.3924778,282192470.0274194,2023,248237317.6638169
355,CORRETOR E ADMINSTRADOR DE IMÓVEIS,,75980073.37978359,93139271.68965013,,,0.5,0.5,3082202.1989768716,46569635.84482507,3082202.1989768716,2023,3171895.5686947773
371,TÉCNICO DE SERVIÇOS CULTURAIS,"LC 214/2025, art 139",4366580.141489175,3552798.0208568773,9080,9002,0.8928112494033851,0.10718875059661492,10285.678545145527,380819.98097777495,10285.678545145527,2023,118498.10691238484
372,"CINEGRAFISTA, FOTÓGRAFO E OUTROS TÉCNICOS EM OPERAÇÃO DE MÁQUINAS DE TRATAMENTO DE DADOS","LC 214/2025, art 139",28940948.80595565,34110449.58969312,5980,6021,0.026901987662782727,0.9730980123372173,853973.3331238907,33192810.695659224,853973.3331238907,2023,639252.4443766372
373,TÉCNICO EM OPERAÇÃO DE ESTAÇÕES DE RÁDIO E TELEVISÃO,"LC 214/2025, art 139",1584315.9963965192,2118541.1197372396,5980,6021,0.026901987662782727,0.9730980123372173,9856.404460521739,2061548.1526709704,9856.404460521739,2023,10145.701393474112
374,"TÉCNICO EM OPERAÇÃO DE APARELHOS DE SONORIZAÇÃO, CENOGRAFIA E PROJEÇÃO","LC 214/2025, art 139",7765924.35675317,6840831.685315042,5980,6021,0.026901987662782727,0.9730980123372173,244802.80414585982,6656799.715713523,244802.80414585982,2023,229703.82626219667
375,DECORADOR E VITRINISTA,,7712504.530193707,6626395.01334138,,,0.5,0.5,326028.23275672464,3313197.50667069,326028.23275672464,2023,551924.656873097
376,"APRESENTADOR, ARTISTAS DE ARTES POPULARES E MODELOS","LC 214/2025, art 139",14529176.12317081,9641334.465207139,5980,6021,0.026901987662782727,0.9730980123372173,220198.02214201307,9381963.404371375,220198.02214201307,2023,45216.990386745696
377,"ATLETA, DESPORTISTA E AFINS",,19234640.215274666,22648824.874959566,,,0.5,0.5,1384194.6996835163,11324412.437479783,1384194.6996835163,2023,1182188.6047240295
391,OUTROS TÉCNICOS DE NÍVEL MÉDIO,"LC 214/2025, art 127",323543590.69454026,340347522.1108116,7380,7490,0.01736158728243161,0.9826384127175684,15834602.69234048,334438548.89932543,15834602.69234048,2023,15531053.522005359
410,"BANCÁRIO, ECONOMIÁRIO, ESCRITURÁRIO, SECRETÁRIO, ASSISTENTE E AUXILIAR ADMINISTRATIVO",,520510261.3555318,583120417.9281164,,,0.5,0.5,29760987.158863816,291560208.9640582,29760987.158863816,2023,26450522.320185535
420,"TRABALHADOR DE ATENDIMENTO AO PÚBLICO, CAIXA, DESPACHANTE, RECENSEADOR E AFINS",,219756409.38416517,227260143.05523264,,,0.5,0.5,15999211.336498015,113630071.52761632,15999211.336498015,2023,17413865.396302488
511,"COMISSÁRIO DE BORDO, GUIA DE TURISMO, AGENTE DE VIAGEM E AFINS",,31831069.66944903,34529744.599519655,,,0.5,0.5,1194176.3130564129,17264872.299759828,1194176.3130564129,2023,915072.0073050077
512,TRABALHADOR DOS SERVIÇOS DOMÉSTICOS EM GERAL,,119008821.9645252,129073574.31893483,,,0.5,0.5,138229.33117744906,64536787.159467414,138229.33117744906,2023,364069.6317077093
513,TRABALHADOR DOS SERVIÇOS DE HOTELARIA E ALIMENTAÇÃO,,104378474.75037646,110515855.8558543,,,0.5,0.5,1776039.8708963185,55257927.92792715,1776039.8708963185,2023,1752255.4969829442
514,"TRABALHADOR DOS SERVIÇOS DE ADMINISTRAÇÃO, CONSERVAÇÃO E MANUTENÇÃO DE EDIFÍCIOS",,58822590.431837276,68474356.07895051,,,0.5,0.5,1159796.8117239084,34237178.039475255,1159796.8117239084,2023,1354144.3659811132
515,TRABALHADOR DOS SERVIÇOS DE SAÚDE,Profissionais de saúde,197863326.15183637,212453586.54676926,8692,8660,0.8767171182309692,0.1232828817690308,9027388.801096207,26191890.391651906,9027388.801096207,2023,9560476.87150545
516,TRABALHADOR DOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS,,586189434.8272638,588881839.6461848,,,0.5,0.5,8890930.209807243,294440919.8230924,8890930.209807243,2023,8928176.457954135
517,TRABALHADOR DOS SERVIÇOS DE PROTEÇÃO E SEGURANÇA (EXCETO MILITAR),,34525879.15820952,39538433.00527917,,,0.5,0.5,434079.00299772515,19769216.502639584,434079.00299772515,2023,436759.6341710353
518,"MOTORISTA E CONDUTOR DO TRANSPORTE DE PASSAGEIROS (MOTORISTA DE TÁXI, ÔNIBUS, PEQUENA EMBARCAÇÃO ETC)",Não contribuinte,1279148098.02806,1309020375.8685443,,,0.5,0.5,25662287.883450333,654510187.9342722,25662287.883450333,2023,24255391.11079702
519,OUTROS TRABALHADORES DE SERVIÇOS DIVERSOS,,1851543246.4131222,2056295120.1335223,,,0.5,0.5,41247794.936116554,1028147560.0667611,41247794.936116554,2023,33411402.294191644
529,"VENDEDOR E PRESTADOR DE SERVIÇOS DO COMÉRCIO, AMBULANTE, CAIXEIRO-VIAJANTE E CAMELÔ",,3299021676.85374,3298714328.2482014,,,0.5,0.5,91586245.05261397,1649357164.1241007,91586245.05261397,2023,89156831.79914595
610,PRODUTOR NA EXPLORAÇÃO AGROPECUÁRIA,,472437091.8854024,522154013.5037296,,,0.5,0.5,38148397.38490191,261077006.7518648,38148397.38490191,2023,32616255.080608908
620,TRABALHADOR NA EXPLORAÇÃO AGROPECUÁRIA,,122897012.53965086,180374071.07728046,,,0.5,0.5,22414751.376366463,90187035.53864023,22414751.376366463,2023,5501942.694310986
630,"PESCADOR, CAÇADOR E EXTRATIVISTA FLORESTAL",,16347963.916254664,18675325.03170383,,,0.5,0.5,285761.48642255075,9337662.515851915,285761.48642255075,2023,64581.05657341683
640,OPERADOR DE MÁQUINA AGROPECUÁRIA E FLORESTAL,,27917999.647458997,31633363.743390825,,,0.5,0.5,1510732.2017993978,15816681.871695412,1510732.2017993978,2023,1301585.1917891966
710,TRABALHADOR DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,,137837813.80515274,131673772.08705617,,,0.5,0.5,2736659.79683198,65836886.04352809,2736659.79683198,2023,3396952.0447490434
720,TRABALHADOR DA TRANSFORMAÇÃO DE METAIS E COMPÓSITOS,,28515566.1695996,31461077.619497634,,,0.5,0.5,374198.75231702975,15730538.809748817,374198.75231702975,2023,742294.5661062314
730,TRABALHADOR DA FABRICAÇÃO E INSTALAÇÃO ELETRO-ELETRÔNICA,,8734043.970327426,10341981.906316547,,,0.5,0.5,52041.76041328704,5170990.953158273,52041.76041328704,2023,43527.64645458137
740,MONTADOR DE APARELHOS E INSTRUMENTOS DE PRECISÃO E MUSICAIS,,1358602.1418774638,775662.5763964668,,,0.5,0.5,4506.739585647718,387831.2881982334,4506.739585647718,2023,31053.437639793196
750,"JOALHEIRO, VIDREIRO, CERAMISTA E AFINS",,8535093.675586894,8257696.26691307,,,0.5,0.5,83987.1001615944,4128848.133456535,83987.1001615944,2023,98871.6822113569
760,"TRABALHADOR DAS INDÚSTRIAS TÊXTEIS, DO CURTIMENTO, DO VESTUÁRIO E DAS ARTES GRÁFICAS",,71666503.73302618,91705309.6630323,,,0.5,0.5,582552.6826775821,45852654.83151615,582552.6826775821,2023,545019.0525779433
770,TRABALHADOR DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO,,33646527.80187357,33856460.92594557,,,0.5,0.5,948025.8091670481,16928230.462972786,948025.8091670481,2023,742427.1872853594
780,"CONDUTOR E OPERADOR DE ROBÔS, VEÍCULOS DE EQUIPAMENTOS DE MOVIMENTAÇÃO DE CARGA E AFINS",,33548607.29712313,29191378.69735481,,,0.5,0.5,1136520.51731362,14595689.348677404,1136520.51731362,2023,2284322.693470574
810,"TRABALHADOR DAS INDÚSTRIAS QUÍMICA, PETROQUÍMICA, BORRACHA E PLÁSTICO E AFINS",,14638410.334306361,15752889.932218835,,,0.5,0.5,177651.39487346116,7876444.966109417,177651.39487346116,2023,455973.36401053524
820,TRABALHADOR DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO,,7831677.426868661,8689702.953699917,,,0.5,0.5,82049.54087710749,4344851.476849958,82049.54087710749,2023,101405.87444842582
830,TRABALHADOR DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL,,2158498.967896224,2841490.869764282,,,0.5,0.5,16078.876646201112,1420745.434882141,16078.876646201112,2023,13722.024366786656
840,"TRABALHADOR DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS, FUMO E DE AGROINDÚSTRIAS",,25668787.240739208,29067673.496115115,,,0.5,0.5,506282.73679512745,14533836.748057557,506282.73679512745,2023,725044.1515955452
860,OPERADOR DE INSTALAÇÕES DE PRODUÇÃO E DISTRIBUIÇÃO DE ENERGIA,,5228902.978952655,6909222.116762746,,,0.5,0.5,155340.0523579658,3454611.058381373,155340.0523579658,2023,16872.411593133507
870,TRABALHADOR DE OUTRAS INSTALAÇÕES AGROINDUSTRIAIS,,6037567.205368052,7518232.776170506,,,0.5,0.5,38637.36490483774,3759116.388085253,38637.36490483774,2023,53987.76485867072
900,TRABALHADOR DE REPARAÇÃO E MANUTENÇÃO,,437918624.5696181,428684144.5463266,,,0.5,0.5,5456877.437323287,214342072.2731633,5456877.437323287,2023,6652819.319659298
,,,-,-,,,0.5,0.5,0.0,,0.0,2023,0
,,,75404564263.23,82363429173.45999,,,,,11379884266.331253,45223753280.91837,11379884266.331253,2023,10530087292.359089
